Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time,,
5,0.371174952685197,0.354951963043557,0.893509871931697,0.905548878205128,7.93900680541992,,
6,0.360973615640637,0.339120853596773,0.89602788153682,0.909655448717949,7.60575938224793,,
7,0.35284039538787,0.349491548151351,0.898712646744931,0.904747596153846,7.85531067848206,,
8,0.348965496707433,0.33974933793816,0.899062833511206,0.91005608974359,7.93646240234375,,
9,0.341319784983245,0.332542131105677,0.900897145144077,0.91035657051282,7.77678060531616,,
Mean,,,,,7.76399490833282,,
Params: 2190,,,,,,,
---,---,---,---,---,---,,
0,1.29528230066106,0.887205149882879,0.559098185699039,0.716245993589744,8.06439995765686,,"14*14, 5, 5, 10"
1,0.698312596615758,0.594263749244886,0.783818036286019,0.826322115384615,8.06991004943848,,
2,0.564365711687341,0.528562382341195,0.831176627534685,0.848056891025641,8.10835695266724,,
3,0.521464137426054,0.498982838617686,0.846968383137673,0.858974358974359,7.85580778121948,,
4,0.492082406992337,0.473845340789129,0.856806963713981,0.868589743589744,7.62678647041321,,
5,0.472307864270444,0.467364304245282,0.863643943436499,0.87510016025641,7.53669142723084,,
6,0.457854401149261,0.447198170117843,0.867912886872999,0.880508814102564,7.53100156784058,,
7,0.447029194795589,0.468036949682312,0.873415821771611,0.866286057692308,7.61345863342285,,
8,0.438872166606125,0.448044820187184,0.87471651547492,0.877804487179487,7.93912506103516,,
9,0.43159972525648,0.424106057136296,0.876667556029883,0.885016025641026,8.05751514434814,,
Mean,,,,,7.84030530452728,,
Params: 1075,,,,,,,
---,---,---,---,---,---,,
